filename,width,height,class,xmin,ymin,xmax,ymax
SPEED_LIM-884-_png.rf.0089947226ecb46e8e0d4ea1116c5f4c.jpg,640,640,Speed Limit -70-,74,120,567,499
SPEED_LIM-1336-_png.rf.00f645a9fe2bb48d51029258e6cc046c.jpg,640,640,Speed limit -15-,92,245,526,580
SPEED_LIM-13-_png.rf.01b289ba3a06b1b945ba755215e478c4.jpg,640,640,Speed Limit -25-,116,216,526,425
SPEED_LIM-1163-_png.rf.01c5b32f5b2924fd7ffc1197b80cd920.jpg,640,640,Speed Limit -50-,130,142,513,514
STEEPDES-5-_jpeg.rf.00f1010ec8b521ccd60eca93919efc47.jpg,640,640,Steep Desecnt,23,32,611,584
SPEED_LIM-1110-_png.rf.016c92059726526aac4108a90ce2555b.jpg,640,640,Speed Limit -80-,155,182,464,449
SPEED_LIM-315-_png.rf.010ecc731892aa21a722a3e59c7317e9.jpg,640,640,Speed Limit -130-,75,155,555,486
SAHED-24-_png.rf.00d1f01728e18a19463bda1554482339.jpg,640,640,School Ahead,43,47,575,572
LREFRESH-4-_jpg.rf.013e46e17486d7f9adea01c54517f277.jpg,640,640,Light Refreshment,55,66,584,545
RRBEN-8-_jpg.rf.01fba6650bf856b388acf39a4de2af89.jpg,640,640,Right Reverse Bend,151,128,467,404
RESTP-2-_png.rf.01d3496a9f69da3badf048bc8f6abb2c.jpg,640,640,Resting Place,0,43,628,421
FROCKS-41-_jpg.rf.01f979c8d2025b101da2ac74073236e1.jpg,640,640,Falling Rocks,238,19,574,298
EP-11-_jpg.rf.00dccbde8e78b6b4f47a1b49f874003d.jpg,640,640,Eating Place,127,105,541,588
SAHED-4-_png.rf.0206692f675f2aeaad26aa375d0c5c3a.jpg,640,640,School Ahead,48,0,605,614
CC-37-_png.rf.00fd9a7bd23c26c3741b273f9555463a.jpg,640,640,Cycle Crossing,57,113,619,631
LHAIRPB-10-_jpg.rf.025ca797940d01fbe091c370bf61d31c.jpg,640,640,Left Hair Pin Bend,84,43,569,539
HUMP-83-_jpg.rf.01e2cd8c6e9aeb9fc011f6de87e5f8fc.jpg,640,640,Hump,76,55,573,583
SPEED_LIM-529-_png.rf.01c766ae407704132bd0293cb4ed531c.jpg,640,640,Speed limit -15-,45,59,589,585
PLSM-40-_jpg.rf.02991ce64812afc106829c01f82977da.jpg,640,640,Parking Lot Scooter and MotorCycle,26,275,131,425
PLSM-40-_jpg.rf.02991ce64812afc106829c01f82977da.jpg,640,640,Parking Lot Scooter and MotorCycle,146,378,352,586
PLSM-40-_jpg.rf.02991ce64812afc106829c01f82977da.jpg,640,640,Parking Lot Scooter and MotorCycle,43,310,378,582
SPEED_LIM-682-_png.rf.027d33953270fb66289ac723e0164551.jpg,640,640,Speed limit -40-,76,98,574,556
BA-18-_png.rf.01dc43deaddf9618766f37b17376d86a.jpg,640,640,Barrier Ahead,67,29,577,560
FIRST-AID-33-_jpg.rf.028299f1f932858a40316f2ccde30201.jpg,640,640,First Aid Post,96,70,553,467
NARROWBRID-27-_jpg.rf.029fd59525800fc2aa71efb4cbcc1c50.jpg,640,640,Narrow road ahead,127,129,499,541
SPEED_LIM-142-_png.rf.02a2f6c1fcac37f5af84f2d815a578ea.jpg,640,640,Speed Limit -50-,115,140,510,453
SPEED_LIM-1044-_png.rf.02b7ba86f269579150a9c7ba54eed058.jpg,640,640,Speed Limit -60-,123,145,525,492
SPEED_LIM-579-_png.rf.019ff6c7367cf0fa938a6452e73a5919.jpg,640,640,Speed Limit -100-,37,74,599,553
SPEED_LIM-649-_png.rf.02df475f7bb35e190f9d53752a8c782c.jpg,640,640,Speed Limit 30,119,124,526,526
PTELE-68-_png.rf.02c529db6d0d49b2d2d99cb1ca9f74dd.jpg,640,640,Left Reverse Bend,61,85,607,629
STOP-95-_png.rf.0222d598c79bb57b6d2d7be9fc34eb0f.jpg,640,640,Stop,81,136,559,530
GIVEWAY-17-_jpg.rf.028c66ea53a949c8332f3ff00658313d.jpg,640,640,Give Way,212,80,453,289
SPEED_LIM-91-_png.rf.018210db18235d5767596c6c0295bbe4.jpg,640,640,Speed Limit -75-,89,187,538,603
STEEPDES-10-_png.rf.034038648638d8bdbcffe5cf3900d3f9.jpg,640,640,Steep Desecnt,20,20,588,434
SPEED_LIM-864-_png.rf.020096d74d0cd90cc8337aff8297e832.jpg,640,640,Speed Limit -70-,104,135,543,504
RHPB-21-_jpg.rf.02e15358c752e482874d452402c6dcf7.jpg,640,640,Right Hair Pin Bend,55,43,587,566
SPEED_LIM-66-_png.rf.02f26b5f46781a71f69a1935e7d681c9.jpg,640,640,Speed Limit 30,31,52,603,592
SPNE-11-_jpg.rf.0333355702b5c177abac50061c797fff.jpg,640,640,Straight Prohibitor No Entry,19,28,596,607
STOP-64-_png.rf.031f72c2b41202fd4f009522b1e81c7c.jpg,640,640,Stop,36,59,595,605
STEEPDES-53-_png.rf.02f57e38a13e18ead9f13ecab528f614.jpg,640,640,Steep Desecnt,44,29,606,621
SPEED_LIM-301-_png.rf.0244ef8b9700292592cc8a8b60d1a19a.jpg,640,640,Speed limit -15-,176,170,489,486
GIVEWAY-96-_jpg.rf.020dc53ce7d6b547a77d59e788ac4fa7.jpg,640,640,Give Way,154,69,468,482
PEDC-30-_png.rf.0365498212b98ab55f43a7de4769eb7f.jpg,640,640,Pedestrian Crossing,51,83,584,562
STOP-97-_png.rf.035d294d99e1b4100575d6acbb7bd353.jpg,640,640,Stop,50,59,557,559
SPEED_LIM-1036-_png.rf.034fe2daaa72b9808294c989b12aac24.jpg,640,640,Speed Limit -80-,113,142,518,491
STOP-14-_png.rf.02436e6a63bd60bac199a0633a0d62b5.jpg,640,640,Stop,33,108,634,494
HORNPROHIB-32-_jpg.rf.0362240d6790fdf30af6db9032e0e8e0.jpg,640,640,Horn Prohibited,101,7,640,587
GIVEWAY-18-_jpg.rf.0254bbc7bf3d4772761fd9a01eed5ca0.jpg,640,640,Give Way,258,20,405,187
SPEED_LIM-124-_png.rf.035592a5919fa0b0123522b88d0aad2d.jpg,640,640,Speed Limit 30,126,190,504,446
NOTHROAD-19-_jpg.rf.0344ec66c43731d998bcd5c155c10be0.jpg,640,640,No Thorough Road,105,179,518,370
C-26-_png.rf.029e613c17750ad7a7a452853ed177d1.jpg,640,640,Cattle,35,33,606,606
DD-9-_png.rf.0383c3ae521dd92cbefc817477950183.jpg,640,640,Dangerous Dip,245,79,605,561
SPEED_LIM-547-_png.rf.0395047ec4ff42fed6e4af35ae5a0230.jpg,640,640,Speed Limit -25-,64,199,549,595
LHC-8-_jpg.rf.028ca9202dc290d719a8b2af4b6839a0.jpg,640,640,Left hand curve,172,107,486,466
LHC-8-_jpg.rf.028ca9202dc290d719a8b2af4b6839a0.jpg,640,640,Speed Limit -50-,195,378,261,469
SPEED_LIM-569-_png.rf.039d7e1ca886df2d90bfcee32e3014ae.jpg,640,640,Speed Limit -50-,27,49,588,580
SPEED_LIM-1353-_png.rf.0312ec4f0cb39b9e2fa5c366add18529.jpg,640,640,Speed Limit -60-,111,176,524,492
NTSR-2-_jpeg.rf.02d0e56205d25e76dffde4f548ba3186.jpg,640,640,No Thorough SideRoad,16,76,305,359
SPEED_LIM-1049-_png.rf.03aa315d28f89d0650984033d5f3cf1f.jpg,640,640,Speed Limit -70-,121,129,539,528
HOSPI-11-_jpg.rf.036d3b6fcb2685e44eabf6eb2ee53a4a.jpg,640,640,Hospital,24,0,615,630
SPEED_LIM-467-_png.rf.02cebaf1d7e1055c469afebfa56e94cd.jpg,640,640,Speed Limit -130-,71,96,569,514
DD-51-_jpg.rf.03887e5ee72b4d60eb70a6ecd23a6034.jpg,640,640,Dangerous Dip,210,186,429,388
STEEPAS-46-_png.rf.03b662e1567edc32348be2565ec22542.jpg,640,640,Steep Ascent,24,62,616,593
SPEED_LIM-735-_png.rf.039d50e09d407b1e62c4c00f6f377bd3.jpg,640,640,Speed Limit -80-,83,117,565,530
PLCY-4-_jpg.rf.03b7c4eadabd5cc5e04e11f93547d377.jpg,640,640,Parking Lot Cycle,174,207,448,432
SPEED_LIM-183-_png.rf.0330f038d1673993abaee39a041a4859.jpg,640,640,Speed Limit -120-,124,207,516,439
SPEED_LIM-1022-_png.rf.03cd4eef4dbcfb1d203b60ec3fa8f77f.jpg,640,640,Speed Limit -75-,60,338,575,599
SAHED-8-_png.rf.04134dbeb8d509f97da4158f9c528bf4.jpg,640,640,School Ahead,80,47,623,594
PTELE-64-_png.rf.03baf5db6378318b8de4bcdf1b3ffd10.jpg,640,640,Public Telephone,103,61,528,553
SPEED_LIM-402-_png.rf.02f3f860a4c8806c503913d3ec5e7631.jpg,640,640,Speed Limit -100-,70,173,562,469
SPEED_LIM-492-_png.rf.035a3615f8b2087ba7d6840718335beb.jpg,640,640,Speed Limit -120-,33,154,589,605
BA-10-_png.rf.042e0da946968ff1a2adf7df826b5ed3.jpg,640,640,Barrier Ahead,49,54,615,597
PEDC-18-_jpg.rf.03f11b2dadb33cbc31b1cb9b84a0f663.jpg,640,640,Pedestrian Crossing,183,78,499,530
SPEED_LIM-234-_png.rf.02e39b8e98614291a028ca13801e2417.jpg,640,640,Speed Limit -50-,148,166,499,470
LHC-44-_jpg.rf.03ecbef268937ade5bcb4c379a9b5bbc.jpg,640,640,Left hand curve,101,96,611,510
PEDP-5-_png.rf.0419dc7a3a977ae242349913988b41b9.jpg,640,640,Pedestrian Prohibited,79,38,557,385
LREFRESH-23-_jpg.rf.043cb6c8a927d7159d9bcbbae043e1ff.jpg,640,640,Light Refreshment,97,67,588,547
STEEPDES-36-_png.rf.042fa41a662b98b6e16404e2050d153b.jpg,640,640,Steep Desecnt,32,63,627,618
GIVEWAY-47-_jpg.rf.0479377f4458a8cfe9df78d00467a28b.jpg,640,640,Give Way,234,179,419,444
SPEED_LIM-442-_png.rf.0479b718c0ea175fb5a92124c548abf7.jpg,640,640,Speed Limit -20-,43,104,582,563
RESTP-3-_jpg.rf.04a83f0f2bfa098e2ba0ee676c0494ac.jpg,640,640,Resting Place,66,73,582,556
HOSPI-22-_jpg.rf.0436df799bf62d1a70324a96d8bb7b22.jpg,640,640,Hospital,315,62,499,587
RWAH-3-_png.rf.04bdeb9072e62e1ab1ae2811ec3c105e.jpg,640,640,Road Wideness Ahead,186,67,532,524
RWAH-3-_png.rf.04bdeb9072e62e1ab1ae2811ec3c105e.jpg,640,640,Road Wideness Ahead,229,165,510,464
CC-6-_png.rf.0376665bd7118fe8dd8021f80dbc88df.jpg,640,640,Cycle Crossing,44,12,567,612
LHAIRPB-7-_jpg.rf.04cfebb8278ea29e82c98c733b0c2777.jpg,640,640,Left Hair Pin Bend,0,0,640,384
PEDC-56-_png.rf.04b219faefbbe0fbe2d14fdfab8b1041.jpg,640,640,Pedestrian Crossing,17,41,624,604
SPEED_LIM-144-_png.rf.039af41242f7a0fcc80b4147efab29e4.jpg,640,640,Speed Limit -50-,126,183,502,452
SPEED_LIM-1027-_png.rf.053d1280d791b8aaff2918166d16491e.jpg,640,640,Speed Limit -20-,92,134,565,501
PLCY-16-_jpg.rf.05056562c319109e7bf01d21a61c1c47.jpg,640,640,Parking Lot Cycle,107,111,550,335
HOSPI-21-_jpg.rf.048203bdd1634b80f97fdd273d3d6722.jpg,640,640,Hospital,304,151,473,404
STEEPAS-25-_png.rf.041c9fbaec6669e48f0cbe8afb4bda79.jpg,640,640,Steep Ascent,42,66,617,600
HUMP-40-_jpg.rf.04d7addc8c825fc3861d325a66a79804.jpg,640,640,Hump,173,32,592,289
HUMP-40-_jpg.rf.04d7addc8c825fc3861d325a66a79804.jpg,640,640,Speed Limit 30,152,311,572,536
NTSR-3-_png.rf.04ee8baf987ac849643f104155b0d9bf.jpg,640,640,No Thorough SideRoad,90,113,564,513
SPEED_LIM-915-_png.rf.04a458dbc001aa759179fdd7d94abc66.jpg,640,640,Speed Limit -5-,87,117,554,513
LHC-12-_jpg.rf.048ec1dde8b88764958d78efac3908ce.jpg,640,640,Left hand curve,117,42,524,292
SPEED_LIM-717-_png.rf.03b4b153a9e0f0416b60e98f07186b40.jpg,640,640,Speed Limit -80-,120,136,520,498
HORNPROHIB-7-_jpg.rf.03bad3884b627256e64bab02caea065e.jpg,640,640,Horn Prohibited,5,48,604,573
HUMP-89-_jpg.rf.054572296e82e80f254cc69285f0d334.jpg,640,640,Hump,118,26,554,349
LREFRESH-7-_jpg.rf.03c6469deb895968a9c18c1c904bf478.jpg,640,640,Light Refreshment,54,58,585,558
RESTP-12-_png.rf.0560d3a2b59671d746b55cf6484ea123.jpg,640,640,Resting Place,39,40,589,500
HOSPI-32-_jpg.rf.055471aa4cdba2408881908b4a2ac60b.jpg,640,640,Hospital,47,15,606,547
SPEED_LIM-612-_png.rf.03f88bad0ee9716e62cb2520f7d0b2ee.jpg,640,640,Speed Limit -20-,107,105,541,540
SPEED_LIM-318-_png.rf.053bd9e9dfb1a941c3848bae8856d540.jpg,640,640,Speed Limit -10-,166,186,483,465
LREFRESH-10-_jpg.rf.053022a38cd8d71ce2d2ea5d9be88a39.jpg,640,640,Light Refreshment,60,48,588,542
STEEPDES-72-_png.rf.0574afaada199f0a6b3a11065da8a5ae.jpg,640,640,Steep Desecnt,29,55,619,585
STEEPDES-21-_png.rf.04f05a5f8616cfb1e82a7526483d0209.jpg,640,640,Steep Desecnt,66,63,569,615
HORNPROHIB-5-_jpg.rf.056762a18d23fd8ba257c8925e6e85b2.jpg,640,640,Horn Prohibited,28,16,616,616
SPEED_LIM-9-_png.rf.059bd31c2b007eb947b9eed0d704c003.jpg,640,640,Speed Limit -8-,67,157,547,492
BA-9-_jpg.rf.0457aebaa53e26222a16f4b7f330df12.jpg,640,640,Barrier Ahead,63,45,564,611
LREFRESH-4-_jpg.rf.054e0577afdd03180aa33493f669a5f5.jpg,640,640,Light Refreshment,55,66,584,545
PEDC-29-_png.rf.05e47f0f180b35f1fd95c70097277ae6.jpg,640,640,Pedestrian Crossing,13,24,623,616
PLCY-4-_jpg.rf.05a6861109758793dfcf20a28f9acc79.jpg,640,640,Parking Lot Cycle,174,207,448,432
NOTHROAD-8-_jpeg.rf.059137e54b688954ee2dbe87955dbfb6.jpg,640,640,No Thorough Road,243,95,408,202
FROCKS-26-_png.rf.052c23c9288f2c92dac84e5c578a1407.jpg,640,640,Falling Rocks,52,44,576,591
C-17-_jpg.rf.0475671b3a9e14b23af9fe01f2231076.jpg,640,640,Cattle,67,121,581,530
SPEED_LIM-732-_png.rf.056c67fcdccbad9469f4005bedb13d99.jpg,640,640,Speed Limit -50-,83,117,565,530
STEEPAS-6-_jpg.rf.05e760d09ef4eee65d8bc17468d653c5.jpg,640,640,Steep Ascent,47,51,601,594
PTELE-25-_png.rf.05b664338e8788b23fe461e342a38af9.jpg,640,640,Public Telephone,84,51,584,389
SPEED_LIM-506-_png.rf.0613a72de723e01210f4b7563b1485cd.jpg,640,640,Speed Limit -65-,13,190,638,586
HOSPI-8-_png.rf.05a36e57eddb31ba8d3782f3008c4f6d.jpg,640,640,Hospital,72,26,594,595
SPEED_LIM-648-_png.rf.047a835b03b751a0d857059c0a0afb97.jpg,640,640,Speed Limit -20-,126,141,524,515
FROCKS-21-_jpg.rf.060dc2b356b6ba277818ae57ac633c88.jpg,640,640,Falling Rocks,92,38,544,389
SPEED_LIM-874-_png.rf.062a2e78525bdea7e07e7c84caaf1a50.jpg,640,640,Speed Limit -90-,104,128,533,497
NARROWROADAH-3-_jpg.rf.063666e99bddb41c7acbbb5ee13805a5.jpg,640,640,Narrow road ahead,40,60,612,532
STEEPDES-61-_png.rf.064fe245d2053db8534df28f8e2cd21b.jpg,640,640,Steep Desecnt,27,81,617,621
SPEED_LIM-903-_png.rf.05f67d55944834e1e23801aaf05e0ad2.jpg,640,640,Speed Limit -60-,10,270,623,606
NARROWBRID-33-_jpg.rf.0520ed14de4ba65ac06ddded38e3381d.jpg,640,640,Narrow Bridge,116,74,540,552
PETPUMP-2-_jpg.rf.061bda39caa152f130793b8db9318f63.jpg,640,640,Petrol Pump- Gas Station,81,77,556,564
SAHED-3-_png.rf.058fd64ad7a03b1cbdb13aa8c71c8f7d.jpg,640,640,School Ahead,74,43,550,610
SPEED_LIM-416-_png.rf.064594db1fe90d31339e7912c41ce9fb.jpg,640,640,Speed Limit -60-,47,236,596,578
RHPB-6-_jpg.rf.0584d348621fad4d1d637de971b9ee98.jpg,640,640,Right Hair Pin Bend,25,28,615,589
HUMP-49-_jpg.rf.0684a9d6d6bfca413d68d168b5ec85ae.jpg,640,640,Hump,252,56,400,224
HUMP-49-_jpg.rf.0684a9d6d6bfca413d68d168b5ec85ae.jpg,640,640,Speed limit -40-,256,240,396,380
SPEED_LIM-194-_png.rf.06608289016d46636355cd5228075e18.jpg,640,640,Speed Limit -20-,152,153,480,444
SPEED_LIM-194-_png.rf.056e97009e4992c48a036d5332b2a30e.jpg,640,640,Speed Limit -20-,152,153,480,444
LHC-41-_jpg.rf.0573cc35693d02854b75ae300aced6bf.jpg,640,640,Left hand curve,182,167,497,314
CC-39-_png.rf.068b3c73760af8bcb1beadbd0091e8b9.jpg,640,640,Cycle Crossing,79,330,574,569
STEEPAS-33-_png.rf.0599109999f59822299ddc6b38fea605.jpg,640,640,Steep Ascent,37,57,604,607
SPEED_LIM-345-_png.rf.05fc9bf0ff0e53eb31d7749819099349.jpg,640,640,Speed Limit -60-,85,164,547,465
FIRST-AID-40-_jpg.rf.05fe46cf259e6c45bf9507a0474449b0.jpg,640,640,First Aid Post,92,53,566,524
LRB-3-_jpg.rf.06e961acd6e21def58e33b737817be67.jpg,640,640,Right Reverse Bend,299,47,456,240
MAW-10-_jpg.rf.0687b76923622009fb1f173064aface0.jpg,640,640,Men at Work,32,16,611,604
SPEED_LIM-57-_jpg.rf.06dd40d5c00c3446db9270ba67123b91.jpg,640,640,Speed limit -15-,149,181,206,265
SPEED_LIM-43-_png.rf.072c00f20f865c572a7c12125da1a8a5.jpg,640,640,Speed Limit -70-,127,192,512,486
SPEED_LIM-1206-_png.rf.06cfc7024b36e7bea1e74d908aa3385e.jpg,640,640,Speed Limit -35-,56,226,570,552
STOP-22-_png.rf.06c1f983b97463dac3971df0c533d30b.jpg,640,640,Stop,9,32,632,628
SPEED_LIM-381-_png.rf.06fdc262861b63074b311c1652f5d241.jpg,640,640,Speed Limit 30,159,164,478,432
SPEED_LIM-969-_png.rf.0720b1bc451e6e98bfdc398e2d49f3c6.jpg,640,640,Speed Limit -110-,0,244,640,553
NARROWROADAH-33-_jpg.rf.0607fc3a556141459bc64978278fee08.jpg,640,640,Narrow road ahead,97,59,280,258
PLCY-1-_png.rf.06899eca8aad59930272116c105d0714.jpg,640,640,Parking Lot Cycle,164,50,478,589
SPEED_LIM-109-_png.rf.0743fda982cd8668ef8eba540c34aabd.jpg,640,640,Speed Limit -120-,100,139,519,473
NOSTOPPING-33-_jpg.rf.072fc5962e225eb88902840195f630fb.jpg,640,640,No Stopping,372,256,464,362
SPEED_LIM-913-_png.rf.075883140c26eeba898d99791336ddb3.jpg,640,640,Speed Limit -80-,87,117,554,513
PTELE-61-_png.rf.071d9ce0fcf54250ccfb51e7f9310b64.jpg,640,640,Public Telephone,33,23,602,618
SPEED_LIM-1139-_png.rf.073a3dd7c29914f78f1e81201dbdfd72.jpg,640,640,Speed Limit -120-,75,166,556,459
SPEED_LIM-6-_jpg.rf.06ec8cd9137e65df19bfac7b5eb87792.jpg,640,640,Speed Limit 30,224,58,397,179
SPEED_LIM-1116-_png.rf.073435da051aab5bc52fdc14a5c221a7.jpg,640,640,Speed Limit -50-,121,138,543,492
SPEED_LIM-1135-_png.rf.066d262ef115bfed8a828a32120a4de3.jpg,640,640,Speed Limit -80-,117,151,513,484
STEEPAS-45-_png.rf.062eaf1bc74aeb47ebb9f7edc7d9cd0d.jpg,640,640,Steep Ascent,32,52,600,605
SPNE-5-_png.rf.063abb5946437a00773bb6d1a17056cc.jpg,640,640,Straight Prohibitor No Entry,27,73,601,591
PLSM-66-_jpg.rf.06c9fafd1df454db02f6cf730241473b.jpg,640,640,Parking Lot Scooter and MotorCycle,148,117,482,495
RHPB-39-_jpg.rf.076979b1ea42fd4f26e71f2b0956862a.jpg,640,640,Right Hair Pin Bend,119,95,549,477
SLIPROAD-6-_png.rf.079a1305743d8e6380b9e97a45d6b070.jpg,640,640,Slippery Road,97,259,591,528
SPEED_LIM-833-_png.rf.07d689c01fc5fc9275b141803fa74315.jpg,640,640,Speed Limit -70-,81,109,569,505
SPEED_LIM-1148-_png.rf.065bf1dd873de874bd92812710f93300.jpg,640,640,Speed Limit -90-,132,121,493,417
SPEED_LIM-574-_png.rf.07ab6ac9d2c32ff45abee3897a642e06.jpg,640,640,Speed Limit -50-,33,70,607,556
SPEED_LIM-47-_png.rf.0778f318fb2a7509130ccfc8295dd2bf.jpg,640,640,Speed limit -15-,79,179,575,595
C-16-_jpg.rf.081c8945e4fa314c9e92cc3d34cfa142.jpg,640,640,Cattle,76,36,592,597
HUMP-3-_jpg.rf.07d0238007126cc13cff35d018a8fc0f.jpg,640,640,Hump,43,49,626,541
HUMP-4-_jpg.rf.07e0529c23e89b6deb64315aaf284a62.jpg,640,640,Hump,220,61,412,263
HUMP-4-_jpg.rf.07e0529c23e89b6deb64315aaf284a62.jpg,640,640,Speed Limit -50-,222,277,398,483
SPEED_LIM-116-_png.rf.06adee221ce19b85476364273b203346.jpg,640,640,Speed Limit -60-,118,163,526,468
RHPB-12-_jpg.rf.070a7e7438a891ea17ab75f97d6e23bf.jpg,640,640,Right Hair Pin Bend,65,64,576,552
RHC-2-_png.rf.07722642afd3c0ac6f272c62e12e1a32.jpg,640,640,Right Hand Curve,50,47,598,625
SPEED_LIM-93-_png.rf.061dabfb5096e2ac8d51b1e99f3930d4.jpg,640,640,Speed Limit -5-,77,119,551,531
STEEPDES-37-_png.rf.08241504cd7081f149b663056ae50370.jpg,640,640,Steep Desecnt,48,43,613,605
GIVEWAY-113-_jpg.rf.071e6d9d940b1d48c92da4fc90ea1489.jpg,640,640,Give Way,22,27,640,336
DD-4-_png.rf.079b6681b2f726507b3e3ca4afd6749e.jpg,640,640,Dangerous Dip,40,55,589,572
SPEED_LIM-250-_png.rf.0758cd4acc3156f66405d04a1e915df4.jpg,640,640,Speed Limit -120-,100,168,540,477
STEEPDES-24-_png.rf.07eff5fd43a716bd9f92a48bd27442bc.jpg,640,640,Steep Desecnt,58,59,600,587
SPEED_LIM-275-_png.rf.06dbc0cb7bbb79e041021ce24c524ac9.jpg,640,640,Speed Limit -25-,52,234,574,563
LHC-23-_jpg.rf.08822df049fbb1c73dea0db311111729.jpg,640,640,Left hand curve,118,35,531,296
NTSR-6-_jpeg.rf.076b111d3a09d727e3d36fc8560917b4.jpg,640,640,No Thorough SideRoad,107,65,307,364
SPEED_LIM-498-_png.rf.079a9d7ed6ec949327dfbd9ebf35574f.jpg,640,640,Speed Limit -50-,15,225,625,578
STEEPDES-7-_png.rf.08f682a1f132fba3f7de73102a122f68.jpg,640,640,Steep Ascent,74,58,603,589
SPEED_LIM-1112-_png.rf.088c4e8f2bed1decf57f1afd4454940d.jpg,640,640,Speed Limit -100-,119,197,537,443
PLCY-38-_jpg.rf.0888382f9b379e4c6984b72f3fe78e4a.jpg,640,640,Parking Lot Cycle,51,37,592,535
SPEED_LIM-1355-_png.rf.08b49b227c60c85c818d3839951ffa10.jpg,640,640,Speed Limit -80-,124,148,502,481
SPEED_LIM-45-_png.rf.08d221d2ca1f97cc248b992d9acc1bcf.jpg,640,640,Speed Limit -5-,38,165,609,614
SPEED_LIM-501-_png.rf.085990e826e82b5d00d1e35c21578563.jpg,640,640,Speed Limit -80-,17,233,623,556
FERRY-16-_jpg.rf.08cdf63d196ea1260aad3aa34ea87f62.jpg,640,640,Caution,27,69,640,384
RESTP-6-_png.rf.088b25d7697f12749df338cd660f582d.jpg,640,640,Resting Place,52,43,579,401
SPEED_LIM-1139-_png.rf.086506f2ba92d950d1bc7a3ae4bdf873.jpg,640,640,Speed Limit -120-,75,166,556,459
